1|0,J1-002
3|2,J1-009
5|4,J1-101
7|6,J1-107
9|8,J1-108
11|10,J1-109
13|12,J1-113
15|14,J1-114
17|16,J1-115
19|18,J1-123
21|20,J1-125
23|22,J1-225
25|24,J1-207
27|26,J1-208
29|28,J1-209
31|30,J1-213
33|32,J1-214
35|34,J1-215
37|36,J1-223
39|38,J1-225
41|40,J1-227
43|42,J1-304
45|44,J1-305
47|46,J1-306
49|48,J1-313
51|50,J1-315
53|52,J1-317
55|54,J1-404
57|56,J1-405
59|58,J1-406
61|60,J1-4aa[407?]
69|68,J1-417,
